Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status,Departure_Hour,Arrival_Hour,Year,Month,Month_Number,Day,Weekday,Revenue_Category,Delay_Category,Occupancy_Category
TRP-00459,RT-010,Peshawar to Rawalpindi,Punjab Transit,LEA-2058,AC,Peshawar,Rawalpindi,2025-09-09,Weekday,06:15,11:18,251,303,52,36,44,81.82,240,8640,61.1,DRV-0061,Foggy,Low,Completed,6,11.0,2025,September,9,9,Tuesday,Low,High,Full
TRP-00460,RT-026,Sialkot to Lahore,Capital Bus Service,KHI-5012,Standard,Sialkot,Lahore,2025-08-06,Weekday,09:45,13:06,174,201,27,36,44,81.82,205,7380,34.5,DRV-0093,Cloudy,High,Completed,9,13.0,2025,August,8,6,Wednesday,Low,Moderate,Full
TRP-00461,RT-012,Islamabad to Rawalpindi,Blue Line Transit,QTA-8101,AC,Islamabad,Rawalpindi,2025-03-21,Weekday,19:00,20:50,59,110,51,33,53,62.26,80,2640,4.8,DRV-0045,Rainy,Moderate,Completed,19,20.0,2025,March,3,21,Friday,Low,High,High
TRP-00462,RT-011,Rawalpindi to Peshawar,Capital Bus Service,MUL-8878,AC,Rawalpindi,Peshawar,2025-02-06,Weekday,14:10,,209,0,0,0,46,0.0,245,0,0.0,DRV-0129,Sunny,Low,Cancelled,14,,2025,February,2,6,Thursday,,On Time,
TRP-00463,RT-034,Multan to Quetta,Blue Line Transit,QTA-7113,Hybrid,Multan,Quetta,2025-07-16,Weekday,19:20,05:35,603,615,12,30,37,81.08,630,18900,118.3,DRV-0042,Sunny,Low,Completed,19,5.0,2025,July,7,16,Wednesday,Medium,Minor,Full
TRP-00464,RT-026,Sialkot to Lahore,Sindh Rapid Transit,PES-7032,AC,Sialkot,Lahore,2025-12-23,Weekday,05:50,,168,0,0,0,53,0.0,195,0,0.0,DRV-0093,Rainy,Moderate,Cancelled,5,,2025,December,12,23,Tuesday,,On Time,
TRP-00465,RT-069,Karachi to Islamabad,National Express PK,KHI-5166,Hybrid,Karachi,Islamabad,2025-05-07,Weekday,22:50,20:24,1282,1294,12,19,35,54.29,1560,29640,284.5,DRV-0151,Sunny,Low,Completed,22,20.0,2025,May,5,7,Wednesday,High,Minor,Medium
TRP-00466,RT-071,Hyderabad to Lahore,Blue Line Transit,PES-5143,Standard,Hyderabad,Lahore,2025-12-21,Weekend,13:40,07:22,1047,1062,15,39,47,82.98,1265,49335,375.7,DRV-0089,Cloudy,High,Completed,13,7.0,2025,December,12,21,Sunday,High,Minor,Full
TRP-00467,RT-042,Rawalpindi to Faisalabad,Blue Line Transit,LEA-3759,Mini Bus,Rawalpindi,Faisalabad,2025-09-09,Weekday,04:05,11:35,440,450,10,17,31,54.84,395,6715,50.5,DRV-0035,Cloudy,Moderate,Completed,4,11.0,2025,September,9,9,Tuesday,Low,Minor,Medium
TRP-00468,RT-008,Rawalpindi to Islamabad,Green Line Express,SGD-4482,AC,Rawalpindi,Islamabad,2025-04-06,Weekend,10:00,11:41,52,101,49,22,46,47.83,85,1870,4.9,DRV-0021,Sunny,High,Completed,10,11.0,2025,April,4,6,Sunday,Low,High,Medium
TRP-00469,RT-013,Lahore to Sialkot,Green Line Express,MUL-4846,AC,Lahore,Sialkot,2025-09-02,Weekday,19:50,,152,0,0,0,40,0.0,210,0,0.0,DRV-0150,Sunny,High,Cancelled,19,,2025,September,9,2,Tuesday,,On Time,
TRP-00470,RT-038,Karachi to Lahore,City Metro Bus,MUL-5355,AC,Karachi,Lahore,2025-09-06,Weekend,19:25,15:08,1155,1183,28,39,50,78.0,1400,54600,389.6,DRV-0015,Sunny,High,Completed,19,15.0,2025,September,9,6,Saturday,Very High,Moderate,High
TRP-00471,RT-033,Multan to Lahore,Blue Line Transit,KHI-1420,Mini Bus,Multan,Lahore,2025-11-05,Weekday,07:40,14:58,397,438,41,16,28,57.14,390,6240,59.2,DRV-0049,Sunny,High,Completed,7,14.0,2025,November,11,5,Wednesday,Low,High,Medium
TRP-00472,RT-009,Faisalabad to Islamabad,Sindh Rapid Transit,ISB-1749,Standard,Faisalabad,Islamabad,2025-06-16,Weekday,18:15,00:46,341,391,50,34,47,72.34,400,13600,93.3,DRV-0076,Rainy,Moderate,Completed,18,0.0,2025,June,6,16,Monday,Medium,High,High
TRP-00473,RT-046,Hyderabad to Islamabad,City Metro Bus,SGD-2426,Standard,Hyderabad,Islamabad,2025-06-04,Weekday,21:35,21:08,1380,1413,33,36,49,73.47,1520,54720,376.9,DRV-0169,Dust Storm,Moderate,Completed,21,21.0,2025,June,6,4,Wednesday,Very High,High,High
TRP-00474,RT-024,Peshawar to Lahore,City Metro Bus,ISB-7283,Standard,Peshawar,Lahore,2025-05-24,Weekend,11:55,23:10,598,675,77,27,50,54.0,635,17145,163.7,DRV-0058,Dust Storm,High,Completed,11,23.0,2025,May,5,24,Saturday,Medium,Critical,Medium
TRP-00475,RT-013,Lahore to Sialkot,Blue Line Transit,QTA-7252,Hybrid,Lahore,Sialkot,2025-12-01,Weekday,21:30,00:43,150,193,43,30,42,71.43,195,5850,23.6,DRV-0030,Sunny,Moderate,Delayed,21,0.0,2025,December,12,1,Monday,Low,High,High
TRP-00476,RT-061,Multan to Islamabad,City Metro Bus,MUL-9775,AC,Multan,Islamabad,2025-04-08,Weekday,16:30,05:14,682,764,82,28,51,54.9,660,18480,170.8,DRV-0138,Rainy,High,Delayed,16,5.0,2025,April,4,8,Tuesday,Medium,Critical,Medium
TRP-00477,RT-070,Islamabad to Multan,Capital Bus Service,PES-8467,Mini Bus,Islamabad,Multan,2025-03-17,Weekday,13:10,23:34,621,624,3,12,25,48.0,730,8760,98.7,DRV-0147,Cloudy,Low,Completed,13,23.0,2025,March,3,17,Monday,Low,On Time,Medium
TRP-00478,RT-033,Multan to Lahore,Blue Line Transit,SGD-6458,Standard,Multan,Lahore,2025-03-20,Weekday,10:55,16:44,344,349,5,33,42,78.57,425,14025,92.2,DRV-0101,Cloudy,Low,Completed,10,16.0,2025,March,3,20,Thursday,Medium,On Time,High
TRP-00479,RT-009,Faisalabad to Islamabad,Punjab Transit,MUL-7427,Hybrid,Faisalabad,Islamabad,2025-06-22,Weekend,17:50,00:10,352,380,28,36,46,78.26,400,14400,67.0,DRV-0141,Rainy,Low,Completed,17,0.0,2025,June,6,22,Sunday,Medium,Moderate,High
TRP-00480,RT-012,Islamabad to Rawalpindi,City Metro Bus,QTA-5981,Mini Bus,Islamabad,Rawalpindi,2025-08-23,Weekend,09:45,10:42,51,57,6,24,32,75.0,85,2040,2.6,DRV-0051,Cloudy,Low,Completed,9,10.0,2025,August,8,23,Saturday,Low,Minor,High
TRP-00481,RT-060,Multan to Karachi,Green Line Express,SGD-3418,Electric,Multan,Karachi,2025-07-12,Weekend,17:50,07:42,818,832,14,40,41,97.56,930,37200,50.4,DRV-0152,Sunny,High,Completed,17,7.0,2025,July,7,12,Saturday,High,Minor,Full
TRP-00482,RT-008,Rawalpindi to Islamabad,Blue Line Transit,LEA-4946,Standard,Rawalpindi,Islamabad,2025-07-23,Weekday,19:20,21:12,52,112,60,40,47,85.11,85,3400,4.7,DRV-0071,Rainy,High,Completed,19,21.0,2025,July,7,23,Wednesday,Low,High,Full
TRP-00483,RT-004,Quetta to Multan,Green Line Express,PES-9351,Standard,Quetta,Multan,2025-04-26,Weekend,04:45,15:11,612,626,14,37,50,74.0,665,24605,164.7,DRV-0112,Sunny,Moderate,Completed,4,15.0,2025,April,4,26,Saturday,Medium,Minor,High
TRP-00484,RT-012,Islamabad to Rawalpindi,Green Line Express,SGD-9806,Mini Bus,Islamabad,Rawalpindi,2025-04-05,Weekend,16:55,18:01,47,66,19,19,31,61.29,80,1520,2.5,DRV-0150,Cloudy,Moderate,Completed,16,18.0,2025,April,4,5,Saturday,Low,Moderate,High
TRP-00485,RT-017,Islamabad to Faisalabad,Pak Urban Transport,LEA-3960,Hybrid,Islamabad,Faisalabad,2025-11-03,Weekday,09:00,14:50,345,350,5,18,45,40.0,420,7560,63.3,DRV-0066,Sunny,Low,Completed,9,14.0,2025,November,11,3,Monday,Low,On Time,Low
TRP-00486,RT-007,Lahore to Karachi,Capital Bus Service,MUL-3811,AC,Lahore,Karachi,2025-08-05,Weekday,04:15,01:29,1232,1274,42,39,56,69.64,1310,51090,398.7,DRV-0134,Foggy,Moderate,Completed,4,1.0,2025,August,8,5,Tuesday,Very High,High,High
TRP-00487,RT-035,Hyderabad to Multan,Green Line Express,LEA-4884,Electric,Hyderabad,Multan,2025-01-19,Weekend,10:10,01:21,872,911,39,38,46,82.61,790,30020,42.4,DRV-0141,Dust Storm,Moderate,Completed,10,1.0,2025,January,1,19,Sunday,High,High,Full
TRP-00488,RT-026,Sialkot to Lahore,Punjab Transit,LEA-5164,AC,Sialkot,Lahore,2025-12-13,Weekend,17:55,21:30,179,215,36,39,46,84.78,205,7995,36.8,DRV-0166,Sunny,High,Completed,17,21.0,2025,December,12,13,Saturday,Low,High,Full
TRP-00489,RT-022,Sialkot to Islamabad,Punjab Transit,SGD-8104,AC,Sialkot,Islamabad,2025-07-14,Weekday,04:45,10:29,342,344,2,25,48,52.08,325,8125,75.4,DRV-0023,Sunny,Low,Completed,4,10.0,2025,July,7,14,Monday,Low,On Time,Medium
TRP-00490,RT-034,Multan to Quetta,Punjab Transit,KHI-5483,Mini Bus,Multan,Quetta,2025-01-06,Weekday,07:30,16:57,562,567,5,17,28,60.71,640,10880,98.0,DRV-0079,Sunny,Low,Completed,7,16.0,2025,January,1,6,Monday,Medium,On Time,High
TRP-00491,RT-081,Lahore to Quetta,Capital Bus Service,MUL-2623,AC,Lahore,Quetta,2025-01-25,Weekend,09:25,22:28,739,783,44,43,52,82.69,915,39345,286.8,DRV-0123,Sunny,High,Completed,9,22.0,2025,January,1,25,Saturday,High,High,Full
TRP-00492,RT-001,Karachi to Faisalabad,Punjab Transit,KHI-7206,Electric,Karachi,Faisalabad,2025-10-18,Weekend,12:00,04:52,941,1012,71,38,60,63.33,1130,42940,65.6,DRV-0120,Dust Storm,High,Completed,12,4.0,2025,October,10,18,Saturday,High,Critical,High
TRP-00493,RT-015,Islamabad to Peshawar,Pak Urban Transport,SGD-2424,AC,Islamabad,Peshawar,2025-06-06,Weekday,17:25,21:23,221,238,17,23,60,38.33,260,5980,63.1,DRV-0074,Sunny,Moderate,Completed,17,21.0,2025,June,6,6,Friday,Low,Moderate,Low
TRP-00494,RT-085,Karachi to Quetta,Blue Line Transit,QTA-3235,Electric,Karachi,Quetta,2025-09-03,Weekday,19:40,08:05,736,745,9,40,57,70.18,845,33800,44.8,DRV-0089,Cloudy,Moderate,Completed,19,8.0,2025,September,9,3,Wednesday,High,Minor,High
TRP-00495,RT-021,Islamabad to Sialkot,City Metro Bus,KHI-9577,Electric,Islamabad,Sialkot,2025-04-26,Weekend,09:05,15:03,331,358,27,27,44,61.36,305,8235,13.3,DRV-0174,Cloudy,High,Completed,9,15.0,2025,April,4,26,Saturday,Low,Moderate,High
TRP-00496,RT-014,Multan to Faisalabad,Green Line Express,PES-5809,Standard,Multan,Faisalabad,2025-05-16,Weekday,10:00,14:50,270,290,20,29,47,61.7,285,8265,64.6,DRV-0010,Sunny,Low,Completed,10,14.0,2025,May,5,16,Friday,Low,Moderate,High
TRP-00497,RT-041,Sialkot to Quetta,City Metro Bus,ISB-5888,Electric,Sialkot,Quetta,2025-07-01,Weekday,07:00,22:12,906,912,6,18,45,40.0,940,16920,55.3,DRV-0132,Sunny,Low,Completed,7,22.0,2025,July,7,1,Tuesday,Medium,Minor,Low
TRP-00498,RT-084,Lahore to Peshawar,City Metro Bus,QTA-5098,Standard,Lahore,Peshawar,2025-04-26,Weekend,19:30,05:15,582,585,3,45,46,97.83,610,27450,140.5,DRV-0113,Sunny,Low,Completed,19,5.0,2025,April,4,26,Saturday,High,On Time,Full
TRP-00499,RT-034,Multan to Quetta,City Metro Bus,SGD-4251,AC,Multan,Quetta,2025-02-26,Weekday,10:20,,693,0,0,0,52,0.0,680,0,0.0,DRV-0171,Sunny,Low,Cancelled,10,,2025,February,2,26,Wednesday,,On Time,
TRP-00500,RT-010,Peshawar to Rawalpindi,Capital Bus Service,PES-9119,Standard,Peshawar,Rawalpindi,2025-12-16,Weekday,08:25,12:19,208,234,26,19,47,40.43,230,4370,43.7,DRV-0028,Cloudy,High,Completed,8,12.0,2025,December,12,16,Tuesday,Low,Moderate,Medium
TRP-00501,RT-021,Islamabad to Sialkot,City Metro Bus,KHI-1852,Mini Bus,Islamabad,Sialkot,2025-12-14,Weekend,14:30,19:27,284,297,13,14,25,56.0,335,4690,45.2,DRV-0131,Sunny,Low,Completed,14,19.0,2025,December,12,14,Sunday,Low,Minor,Medium
TRP-00502,RT-015,Islamabad to Peshawar,Capital Bus Service,KHI-8031,Hybrid,Islamabad,Peshawar,2025-04-12,Weekend,19:55,00:02,224,247,23,20,38,52.63,265,5300,37.3,DRV-0010,Cloudy,Moderate,Completed,19,0.0,2025,April,4,12,Saturday,Low,Moderate,Medium
TRP-00503,RT-006,Lahore to Multan,Blue Line Transit,KHI-2489,Standard,Lahore,Multan,2025-01-27,Weekday,16:30,23:25,375,415,40,17,42,40.48,405,6885,105.2,DRV-0094,Sunny,Moderate,Delayed,16,23.0,2025,January,1,27,Monday,Low,High,Medium
TRP-00504,RT-034,Multan to Quetta,Pak Urban Transport,LEA-3977,AC,Multan,Quetta,2025-01-21,Weekday,04:00,14:12,600,612,12,22,50,44.0,685,15070,192.4,DRV-0126,Sunny,Moderate,Completed,4,14.0,2025,January,1,21,Tuesday,Medium,Minor,Medium
TRP-00505,RT-030,Peshawar to Islamabad,City Metro Bus,SGD-3134,Mini Bus,Peshawar,Islamabad,2025-06-19,Weekday,15:55,19:44,223,229,6,22,34,64.71,250,5500,34.9,DRV-0023,Cloudy,Low,Completed,15,19.0,2025,June,6,19,Thursday,Low,Minor,High
TRP-00506,RT-059,Islamabad to Lahore,Pak Urban Transport,PES-2616,Standard,Islamabad,Lahore,2025-02-08,Weekend,21:45,05:22,431,457,26,36,50,72.0,450,16200,96.9,DRV-0144,Dust Storm,Moderate,Completed,21,5.0,2025,February,2,8,Saturday,Medium,Moderate,High
TRP-00507,RT-004,Quetta to Multan,Green Line Express,LEA-8910,Hybrid,Quetta,Multan,2025-08-03,Weekend,20:40,06:53,584,613,29,36,40,90.0,695,25020,104.6,DRV-0102,Cloudy,Moderate,Delayed,20,6.0,2025,August,8,3,Sunday,High,Moderate,Full
TRP-00508,RT-014,Multan to Faisalabad,Green Line Express,SGD-9344,Standard,Multan,Faisalabad,2025-07-16,Weekday,21:30,02:42,294,312,18,30,43,69.77,315,9450,62.3,DRV-0132,Sunny,Low,Completed,21,2.0,2025,July,7,16,Wednesday,Low,Moderate,High
TRP-00509,RT-021,Islamabad to Sialkot,Capital Bus Service,KHI-5855,AC,Islamabad,Sialkot,2025-12-29,Weekday,12:40,19:01,354,381,27,38,47,80.85,305,11590,81.2,DRV-0070,Sunny,Low,Delayed,12,19.0,2025,December,12,29,Monday,Medium,Moderate,Full
TRP-00510,RT-078,Rawalpindi to Karachi,Pak Urban Transport,LEA-6692,AC,Rawalpindi,Karachi,2025-11-20,Weekday,15:25,14:34,1380,1389,9,29,57,50.88,1630,47270,485.2,DRV-0015,Sunny,Low,Completed,15,14.0,2025,November,11,20,Thursday,High,Minor,Medium
TRP-00511,RT-068,Karachi to Multan,Capital Bus Service,LEA-9804,Standard,Karachi,Multan,2025-12-03,Weekday,22:05,12:55,838,890,52,36,47,76.6,1060,38160,268.3,DRV-0057,Foggy,Moderate,Completed,22,12.0,2025,December,12,3,Wednesday,High,High,High
TRP-00512,RT-006,Lahore to Multan,Blue Line Transit,KHI-8109,Standard,Lahore,Multan,2025-07-08,Weekday,08:35,16:13,415,458,43,33,40,82.5,435,14355,105.9,DRV-0047,Sunny,High,Completed,8,16.0,2025,July,7,8,Tuesday,Medium,High,Full
TRP-00513,RT-001,Karachi to Faisalabad,Punjab Transit,QTA-4077,Mini Bus,Karachi,Faisalabad,2025-02-05,Weekday,08:05,02:23,1040,1098,58,17,32,53.12,1120,19040,193.2,DRV-0006,Foggy,High,Delayed,8,2.0,2025,February,2,5,Wednesday,Medium,High,Medium
TRP-00514,RT-005,Hyderabad to Karachi,City Metro Bus,SGD-2369,Standard,Hyderabad,Karachi,2025-05-18,Weekend,08:50,13:06,209,256,47,16,35,45.71,225,3600,53.0,DRV-0145,Dust Storm,Low,Completed,8,13.0,2025,May,5,18,Sunday,Low,High,Medium
TRP-00515,RT-017,Islamabad to Faisalabad,Punjab Transit,MUL-5382,Standard,Islamabad,Faisalabad,2025-11-18,Weekday,21:05,03:49,391,404,13,15,36,41.67,425,6375,80.2,DRV-0058,Sunny,Low,Completed,21,3.0,2025,November,11,18,Tuesday,Low,Minor,Medium
TRP-00516,RT-013,Lahore to Sialkot,Sindh Rapid Transit,KHI-7303,Electric,Lahore,Sialkot,2025-12-18,Weekday,07:35,11:04,178,209,31,22,43,51.16,200,4400,8.5,DRV-0093,Sunny,High,Completed,7,11.0,2025,December,12,18,Thursday,Low,High,Medium
TRP-00517,RT-038,Karachi to Lahore,Punjab Transit,ISB-3971,AC,Karachi,Lahore,2025-12-14,Weekend,17:10,11:37,1089,1107,18,43,49,87.76,1270,54610,403.5,DRV-0020,Cloudy,Moderate,Completed,17,11.0,2025,December,12,14,Sunday,Very High,Moderate,Full
TRP-00518,RT-021,Islamabad to Sialkot,Blue Line Transit,SGD-8838,AC,Islamabad,Sialkot,2025-02-04,Weekday,07:45,13:48,325,363,38,24,48,50.0,345,8280,71.2,DRV-0109,Sunny,Low,Delayed,7,13.0,2025,February,2,4,Tuesday,Low,High,Medium
TRP-00519,RT-026,Sialkot to Lahore,Sindh Rapid Transit,QTA-5028,Standard,Sialkot,Lahore,2025-07-16,Weekday,17:40,21:04,163,204,41,31,50,62.0,200,6200,34.1,DRV-0178,Cloudy,High,Completed,17,21.0,2025,July,7,16,Wednesday,Low,High,High
TRP-00520,RT-080,Rawalpindi to Lahore,City Metro Bus,SGD-1281,Standard,Rawalpindi,Lahore,2025-07-05,Weekend,21:35,03:59,373,384,11,29,38,76.32,485,14065,118.4,DRV-0142,Sunny,Moderate,Completed,21,3.0,2025,July,7,5,Saturday,Medium,Minor,High
TRP-00521,RT-010,Peshawar to Rawalpindi,Pak Urban Transport,KHI-2920,Standard,Peshawar,Rawalpindi,2025-12-23,Weekday,08:30,12:11,209,221,12,37,48,77.08,260,9620,48.5,DRV-0041,Sunny,Moderate,Completed,8,12.0,2025,December,12,23,Tuesday,Low,Minor,High
TRP-00522,RT-004,Quetta to Multan,Pak Urban Transport,MUL-7823,Standard,Quetta,Multan,2025-03-18,Weekday,09:35,19:48,590,613,23,22,44,50.0,690,15180,174.2,DRV-0040,Sunny,Moderate,Completed,9,19.0,2025,March,3,18,Tuesday,Medium,Moderate,Medium
TRP-00523,RT-017,Islamabad to Faisalabad,Punjab Transit,LEA-7494,AC,Islamabad,Faisalabad,2025-08-05,Weekday,18:40,00:49,334,369,35,40,48,83.33,385,15400,111.6,DRV-0134,Foggy,Moderate,Completed,18,0.0,2025,August,8,5,Tuesday,Medium,High,Full
TRP-00524,RT-008,Rawalpindi to Islamabad,Blue Line Transit,KHI-7427,Electric,Rawalpindi,Islamabad,2025-04-05,Weekend,21:45,22:51,49,66,17,20,54,37.04,80,1600,0.9,DRV-0096,Sunny,Moderate,Completed,21,22.0,2025,April,4,5,Saturday,Low,Moderate,Low
TRP-00525,RT-042,Rawalpindi to Faisalabad,Green Line Express,SGD-6496,AC,Rawalpindi,Faisalabad,2025-01-15,Weekday,11:20,18:44,429,444,15,27,43,62.79,365,9855,89.3,DRV-0164,Sunny,Moderate,Completed,11,18.0,2025,January,1,15,Wednesday,Low,Minor,High
TRP-00526,RT-042,Rawalpindi to Faisalabad,City Metro Bus,SGD-8926,AC,Rawalpindi,Faisalabad,2025-01-24,Weekday,05:25,12:54,437,449,12,29,49,59.18,355,10295,103.1,DRV-0081,Sunny,Low,Completed,5,12.0,2025,January,1,24,Friday,Medium,Minor,Medium
TRP-00527,RT-070,Islamabad to Multan,Green Line Express,QTA-9250,AC,Islamabad,Multan,2025-02-21,Weekday,20:10,09:11,733,781,48,20,52,38.46,665,13300,204.1,DRV-0161,Sunny,High,Delayed,20,9.0,2025,February,2,21,Friday,Medium,High,Low
TRP-00528,RT-022,Sialkot to Islamabad,Pak Urban Transport,QTA-3307,Mini Bus,Sialkot,Islamabad,2025-03-24,Weekday,20:40,01:47,283,307,24,17,34,50.0,300,5100,43.2,DRV-0160,Cloudy,High,Completed,20,1.0,2025,March,3,24,Monday,Low,Moderate,Medium
TRP-00529,RT-075,Karachi to Peshawar,Blue Line Transit,MUL-2228,Standard,Karachi,Peshawar,2025-03-20,Weekday,22:50,22:42,1380,1432,52,28,38,73.68,1735,48580,485.6,DRV-0023,Rainy,Low,Completed,22,22.0,2025,March,3,20,Thursday,High,High,High
TRP-00530,RT-011,Rawalpindi to Peshawar,Capital Bus Service,ISB-6952,Standard,Rawalpindi,Peshawar,2025-06-30,Weekday,06:05,10:25,241,260,19,40,49,81.63,235,9400,50.3,DRV-0146,Sunny,Moderate,Completed,6,10.0,2025,June,6,30,Monday,Low,Moderate,Full
TRP-00531,RT-034,Multan to Quetta,Blue Line Transit,MUL-3113,AC,Multan,Quetta,2025-08-14,Weekday,15:40,01:28,577,588,11,33,50,66.0,695,22935,188.9,DRV-0165,Sunny,Moderate,Completed,15,1.0,2025,August,8,14,Thursday,Medium,Minor,High
TRP-00532,RT-006,Lahore to Multan,City Metro Bus,LEA-5762,Standard,Lahore,Multan,2025-07-12,Weekend,09:45,16:46,386,421,35,26,37,70.27,405,10530,86.3,DRV-0120,Sunny,High,Completed,9,16.0,2025,July,7,12,Saturday,Medium,High,High
TRP-00533,RT-008,Rawalpindi to Islamabad,Blue Line Transit,KHI-7578,Mini Bus,Rawalpindi,Islamabad,2025-06-18,Weekday,06:25,07:40,57,75,18,13,34,38.24,85,1105,2.4,DRV-0040,Sunny,Moderate,Completed,6,7.0,2025,June,6,18,Wednesday,Low,Moderate,Low
TRP-00534,RT-012,Islamabad to Rawalpindi,City Metro Bus,SGD-7230,Hybrid,Islamabad,Rawalpindi,2025-02-01,Weekend,15:30,17:03,62,93,31,20,41,48.78,85,1700,3.1,DRV-0037,Sunny,High,Completed,15,17.0,2025,February,2,1,Saturday,Low,High,Medium
TRP-00535,RT-013,Lahore to Sialkot,National Express PK,MUL-4507,Mini Bus,Lahore,Sialkot,2025-12-09,Weekday,12:10,15:10,150,180,30,14,26,53.85,210,2940,24.7,DRV-0108,Foggy,Moderate,Completed,12,15.0,2025,December,12,9,Tuesday,Low,Moderate,Medium
TRP-00536,RT-014,Multan to Faisalabad,Punjab Transit,PES-6811,Hybrid,Multan,Faisalabad,2025-12-21,Weekend,22:30,03:12,264,282,18,22,41,53.66,320,7040,43.5,DRV-0038,Sunny,Moderate,Completed,22,3.0,2025,December,12,21,Sunday,Low,Moderate,Medium
TRP-00537,RT-004,Quetta to Multan,Blue Line Transit,QTA-1060,Standard,Quetta,Multan,2025-08-19,Weekday,08:50,19:41,629,651,22,25,38,65.79,680,17000,156.9,DRV-0056,Sunny,Moderate,Completed,8,19.0,2025,August,8,19,Tuesday,Medium,Moderate,High
TRP-00538,RT-006,Lahore to Multan,City Metro Bus,ISB-1265,AC,Lahore,Multan,2025-06-04,Weekday,13:40,20:06,352,386,34,23,43,53.49,420,9660,115.0,DRV-0139,Cloudy,High,Completed,13,20.0,2025,June,6,4,Wednesday,Low,High,Medium
TRP-00539,RT-004,Quetta to Multan,Punjab Transit,ISB-3898,AC,Quetta,Multan,2025-10-11,Weekend,09:40,21:04,631,684,53,48,49,97.96,690,33120,205.4,DRV-0026,Rainy,Moderate,Completed,9,21.0,2025,October,10,11,Saturday,High,High,Full
TRP-00540,RT-026,Sialkot to Lahore,Blue Line Transit,QTA-9924,Standard,Sialkot,Lahore,2025-02-21,Weekday,18:40,22:00,159,200,41,19,36,52.78,205,3895,35.2,DRV-0051,Cloudy,High,Completed,18,22.0,2025,February,2,21,Friday,Low,High,Medium
TRP-00541,RT-033,Multan to Lahore,National Express PK,SGD-7484,AC,Multan,Lahore,2025-01-04,Weekend,15:15,22:22,377,427,50,26,48,54.17,415,10790,118.0,DRV-0009,Foggy,Moderate,Completed,15,22.0,2025,January,1,4,Saturday,Medium,High,Medium
TRP-00542,RT-008,Rawalpindi to Islamabad,Sindh Rapid Transit,MUL-8045,AC,Rawalpindi,Islamabad,2025-05-04,Weekend,21:30,23:04,53,94,41,28,59,47.46,80,2240,4.5,DRV-0045,Cloudy,High,Completed,21,23.0,2025,May,5,4,Sunday,Low,High,Medium
TRP-00543,RT-034,Multan to Quetta,Blue Line Transit,QTA-3069,Standard,Multan,Quetta,2025-09-16,Weekday,07:50,18:41,611,651,40,21,47,44.68,640,13440,152.4,DRV-0024,Rainy,Moderate,Completed,7,18.0,2025,September,9,16,Tuesday,Medium,High,Medium
TRP-00544,RT-005,Hyderabad to Karachi,Punjab Transit,QTA-9907,Standard,Hyderabad,Karachi,2025-02-10,Weekday,22:30,03:32,245,302,57,31,39,79.49,230,7130,44.3,DRV-0077,Dust Storm,High,Completed,22,3.0,2025,February,2,10,Monday,Low,High,High
TRP-00545,RT-006,Lahore to Multan,Blue Line Transit,QTA-1847,Mini Bus,Lahore,Multan,2025-05-21,Weekday,06:10,13:26,367,436,69,17,35,48.57,390,6630,55.4,DRV-0047,Dust Storm,High,Delayed,6,13.0,2025,May,5,21,Wednesday,Low,Critical,Medium
TRP-00546,RT-010,Peshawar to Rawalpindi,Pak Urban Transport,PES-1359,AC,Peshawar,Rawalpindi,2025-07-31,Weekday,06:35,10:23,198,228,30,32,42,76.19,260,8320,54.8,DRV-0047,Sunny,Moderate,Completed,6,10.0,2025,July,7,31,Thursday,Low,Moderate,High
TRP-00547,RT-008,Rawalpindi to Islamabad,City Metro Bus,ISB-6681,Standard,Rawalpindi,Islamabad,2025-09-05,Weekday,21:00,,52,0,0,0,43,0.0,80,0,0.0,DRV-0006,Foggy,Low,Cancelled,21,,2025,September,9,5,Friday,,On Time,
TRP-00548,RT-012,Islamabad to Rawalpindi,Sindh Rapid Transit,KHI-1483,Standard,Islamabad,Rawalpindi,2025-06-17,Weekday,08:15,09:26,49,71,22,26,39,66.67,80,2080,4.0,DRV-0120,Sunny,Moderate,Completed,8,9.0,2025,June,6,17,Tuesday,Low,Moderate,High
TRP-00549,RT-079,Peshawar to Quetta,Blue Line Transit,ISB-3833,Hybrid,Peshawar,Quetta,2025-04-12,Weekend,12:30,08:46,1203,1216,13,40,44,90.91,1345,53800,247.8,DRV-0070,Sunny,Low,Completed,12,8.0,2025,April,4,12,Saturday,Very High,Minor,Full
TRP-00550,RT-013,Lahore to Sialkot,Blue Line Transit,ISB-7126,Standard,Lahore,Sialkot,2025-11-20,Weekday,06:35,10:38,178,243,65,19,36,52.78,185,3515,35.2,DRV-0008,Dust Storm,Moderate,Completed,6,10.0,2025,November,11,20,Thursday,Low,Critical,Medium
TRP-00551,RT-004,Quetta to Multan,Punjab Transit,LEA-4525,AC,Quetta,Multan,2025-12-03,Weekday,15:25,,675,0,0,0,50,0.0,695,0,0.0,DRV-0085,Sunny,Low,Cancelled,15,,2025,December,12,3,Wednesday,,On Time,
